Id,GRID_ID,ORIG_FID,NEAR_FID,NEAR_DIST,NEAR_FC
640,XP-1056,0,53136,5490.231223519213927,WestCoastline_Projected
641,XQ-1056,1,53135,4530.808143931627455,WestCoastline_Projected
642,XR-1056,2,53135,3533.394738911224522,WestCoastline_Projected
643,XS-1056,3,53135,2536.589745463887994,WestCoastline_Projected
644,XT-1056,4,53135,1541.823874182018471,WestCoastline_Projected
645,XU-1056,5,53135,543.193498212013196,WestCoastline_Projected
646,XV-1056,6,53135,459.229111125868144,WestCoastline_Projected
647,XW-1056,7,53135,1458.329035749856303,WestCoastline_Projected
648,XX-1056,8,53135,2458.161055853899143,WestCoastline_Projected
649,XY-1056,9,111,3182.825324019191612,WestCoastline_Projected
650,XZ-1056,10,111,3829.660695573475550,WestCoastline_Projected
651,YA-1056,11,111,4604.587391202686376,WestCoastline_Projected
652,YB-1056,12,111,5453.269573680106078,WestCoastline_Projected
653,YC-1056,13,111,6346.185708220935339,WestCoastline_Projected
654,YD-1056,14,111,7267.048716172892455,WestCoastline_Projected
655,YE-1056,15,111,8206.456058691384897,WestCoastline_Projected
656,YF-1056,16,111,9158.703240264692795,WestCoastline_Projected
657,YG-1056,17,111,10120.166453336496488,WestCoastline_Projected
658,YH-1056,18,92,10198.494160284471945,USAWaterBodies_Projected_4counties
659,YI-1056,19,92,9700.094645793904419,USAWaterBodies_Projected_4counties
660,YJ-1056,20,92,9283.016165953966265,USAWaterBodies_Projected_4counties
661,YK-1056,21,92,8958.623897528334055,USAWaterBodies_Projected_4counties
662,YL-1056,22,92,8737.247572168758779,USAWaterBodies_Projected_4counties
663,YM-1056,23,92,8626.821438825076257,USAWaterBodies_Projected_4counties
664,YN-1056,24,92,8617.916530710210282,USAWaterBodies_Projected_4counties
665,YO-1056,25,92,8668.335308158026237,USAWaterBodies_Projected_4counties
666,YP-1056,26,92,8831.496250050930030,USAWaterBodies_Projected_4counties
667,YQ-1056,27,92,9102.231320652545037,USAWaterBodies_Projected_4counties
668,YR-1056,28,92,9471.320077722677524,USAWaterBodies_Projected_4counties
669,YS-1056,29,92,9927.799001524821506,USAWaterBodies_Projected_4counties
670,YT-1056,30,92,10460.233363299394114,USAWaterBodies_Projected_4counties
671,YU-1056,31,92,11057.656669235408117,USAWaterBodies_Projected_4counties
672,YV-1056,32,92,11710.126387648035234,USAWaterBodies_Projected_4counties
673,YW-1056,33,92,12408.962447146632257,USAWaterBodies_Projected_4counties
674,YX-1056,34,92,13146.772912570593689,USAWaterBodies_Projected_4counties
675,YY-1056,35,92,13715.721629610652599,USAWaterBodies_Projected_4counties
676,YZ-1056,36,92,14297.818484554532915,USAWaterBodies_Projected_4counties
677,ZA-1056,37,92,14921.731883976253812,USAWaterBodies_Projected_4counties
678,ZB-1056,38,92,15584.882143194980017,USAWaterBodies_Projected_4counties
679,ZC-1056,39,92,16282.475868776284187,USAWaterBodies_Projected_4counties
680,ZD-1056,40,92,17010.275994741714385,USAWaterBodies_Projected_4counties
681,ZE-1056,41,92,17764.570313331263606,USAWaterBodies_Projected_4counties
682,ZF-1056,42,89,18296.624681825316657,USAWaterBodies_Projected_4counties
683,ZG-1056,43,89,18008.957636342653132,USAWaterBodies_Projected_4counties
684,ZH-1056,44,89,17772.974864878116932,USAWaterBodies_Projected_4counties
685,ZI-1056,45,89,17590.756548471537826,USAWaterBodies_Projected_4counties
686,ZJ-1056,46,89,17463.985694783401414,USAWaterBodies_Projected_4counties
687,ZK-1056,47,89,17393.874690465152526,USAWaterBodies_Projected_4counties
1555,XP-1055,48,53136,5091.776171455347139,WestCoastline_Projected
1556,XQ-1055,49,53136,4156.541635299468908,WestCoastline_Projected
1557,XR-1055,50,53136,3255.143186217280800,WestCoastline_Projected
1558,XS-1055,51,53135,2363.706583948475327,WestCoastline_Projected
1559,XT-1055,52,53135,1399.280504805001101,WestCoastline_Projected
1560,XU-1055,53,53135,421.589239255907216,WestCoastline_Projected
1561,XV-1055,54,118,339.539968661169439,WestCoastline_Projected
1562,XW-1055,55,118,1338.086144641195688,WestCoastline_Projected
1563,XX-1055,56,111,1816.914704441355980,WestCoastline_Projected
1564,XY-1055,57,111,2416.009735745629314,WestCoastline_Projected
1565,XZ-1055,58,111,3220.718404831460703,WestCoastline_Projected
1566,YA-1055,59,111,4112.049494257401420,WestCoastline_Projected
1567,YB-1055,60,111,5044.291332112469718,WestCoastline_Projected
1568,YC-1055,61,111,5998.399706857441743,WestCoastline_Projected
1569,YD-1055,62,111,6965.394679645215547,WestCoastline_Projected
1570,YE-1055,63,111,7940.569692612257313,WestCoastline_Projected
1571,YF-1055,64,111,8921.242067096971368,WestCoastline_Projected
1572,YG-1055,65,111,9899.038257227372014,WestCoastline_Projected
1573,YH-1055,66,92,9369.100796626973533,USAWaterBodies_Projected_4counties
1574,YI-1055,67,92,8823.978849553035616,USAWaterBodies_Projected_4counties
1575,YJ-1055,68,92,8363.322051515318890,USAWaterBodies_Projected_4counties
1576,YK-1055,69,92,8001.731608681054240,USAWaterBodies_Projected_4counties
1577,YL-1055,70,92,7753.080790071040610,USAWaterBodies_Projected_4counties
1578,YM-1055,71,92,7628.421510205875165,USAWaterBodies_Projected_4counties
1579,YN-1055,72,92,7617.937020168114941,USAWaterBodies_Projected_4counties
1580,YO-1055,73,92,7674.824064085021746,USAWaterBodies_Projected_4counties
1581,YP-1055,74,92,7858.639412434130463,USAWaterBodies_Projected_4counties
1582,YQ-1055,75,92,8161.709527707267625,USAWaterBodies_Projected_4counties
1583,YR-1055,76,92,8571.393784832902384,USAWaterBodies_Projected_4counties
1584,YS-1055,77,92,9073.261839860935652,USAWaterBodies_Projected_4counties
1585,YT-1055,78,92,9652.946152065760543,USAWaterBodies_Projected_4counties
1586,YU-1055,79,92,10297.313164835071802,USAWaterBodies_Projected_4counties
1587,YV-1055,80,92,10994.996471790713258,USAWaterBodies_Projected_4counties
1588,YW-1055,81,92,11736.491656994212462,USAWaterBodies_Projected_4counties
1589,YX-1055,82,92,12323.551743803280260,USAWaterBodies_Projected_4counties
1590,YY-1055,83,92,12898.667869871844232,USAWaterBodies_Projected_4counties
1591,YZ-1055,84,92,13513.182519942090948,USAWaterBodies_Projected_4counties
1592,ZA-1055,85,92,14171.682003815662029,USAWaterBodies_Projected_4counties
1593,ZB-1055,86,92,14868.323369407760765,USAWaterBodies_Projected_4counties
1594,ZC-1055,87,92,15597.996948880365380,USAWaterBodies_Projected_4counties
1595,ZD-1055,88,92,16356.282518264515602,USAWaterBodies_Projected_4counties
1596,ZE-1055,89,92,17139.382918217612314,USAWaterBodies_Projected_4counties
1597,ZF-1055,90,89,17349.602426210771227,USAWaterBodies_Projected_4counties
1598,ZG-1055,91,89,17045.960951133954950,USAWaterBodies_Projected_4counties
1599,ZH-1055,92,89,16796.453945627588837,USAWaterBodies_Projected_4counties
1600,ZI-1055,93,89,16603.522082606257754,USAWaterBodies_Projected_4counties
1601,ZJ-1055,94,89,16469.153771447960025,USAWaterBodies_Projected_4counties
1602,ZK-1055,95,89,16394.788999789034278,USAWaterBodies_Projected_4counties
1603,ZL-1055,96,89,16381.244969403531286,USAWaterBodies_Projected_4counties
1604,ZM-1055,97,89,16428.672105426339840,USAWaterBodies_Projected_4counties
1605,ZN-1055,98,89,16536.545816693960660,USAWaterBodies_Projected_4counties
1606,ZO-1055,99,89,16703.695038751859101,USAWaterBodies_Projected_4counties
1607,ZP-1055,100,89,16847.990480722601205,USAWaterBodies_Projected_4counties
1608,ZQ-1055,101,89,16998.651461453675438,USAWaterBodies_Projected_4counties
1609,ZR-1055,102,89,17198.959942624034738,USAWaterBodies_Projected_4counties
1610,ZS-1055,103,89,17454.348876655101776,USAWaterBodies_Projected_4counties
2470,XP-1054,104,53136,4830.328129318285391,WestCoastline_Projected
2471,XQ-1054,105,53136,3863.101319629451154,WestCoastline_Projected
2472,XR-1054,106,53136,2887.404822159349806,WestCoastline_Projected
2473,XS-1054,107,53136,1929.647423806120742,WestCoastline_Projected
2474,XT-1054,108,53136,1023.535715764034308,WestCoastline_Projected
2475,XU-1054,109,3061,169.976049887408266,WestCoastline_Projected
2476,XV-1054,110,111,320.249404177762074,WestCoastline_Projected
2477,XW-1054,111,111,623.940623498569153,WestCoastline_Projected
2478,XX-1054,112,111,1003.944741116268688,WestCoastline_Projected
2479,XY-1054,113,111,1882.506053965685169,WestCoastline_Projected
2480,XZ-1054,114,111,2842.490640832419558,WestCoastline_Projected
2481,YA-1054,115,111,3822.991527549354487,WestCoastline_Projected
2482,YB-1054,116,111,4803.666358802551258,WestCoastline_Projected
2483,YC-1054,117,111,5777.521373222921284,WestCoastline_Projected
2484,YD-1054,118,111,6759.009780881262486,WestCoastline_Projected
2485,YE-1054,119,111,7745.201564254090044,WestCoastline_Projected
2486,YF-1054,120,111,8734.506401103972166,WestCoastline_Projected
2487,YG-1054,121,92,9244.904723000277954,USAWaterBodies_Projected_4counties
2488,YH-1054,122,92,8576.177256642724387,USAWaterBodies_Projected_4counties
2489,YI-1054,123,92,7977.052672344531857,USAWaterBodies_Projected_4counties
2490,YJ-1054,124,92,7464.309903625528023,USAWaterBodies_Projected_4counties
2491,YK-1054,125,92,7056.803478726415051,USAWaterBodies_Projected_4counties
2492,YL-1054,126,92,6773.553597438225552,USAWaterBodies_Projected_4counties
2493,YM-1054,127,92,6630.503852451292914,USAWaterBodies_Projected_4counties
2494,YN-1054,128,92,6617.957509626135106,USAWaterBodies_Projected_4counties
2495,YO-1054,129,92,6683.248597400664039,USAWaterBodies_Projected_4counties
2496,YP-1054,130,92,6893.555020064935889,USAWaterBodies_Projected_4counties
2497,YQ-1054,131,92,7237.153433130114536,USAWaterBodies_Projected_4counties
2498,YR-1054,132,92,7696.211978283312419,USAWaterBodies_Projected_4counties
2499,YS-1054,133,92,8251.482764611222592,USAWaterBodies_Projected_4counties
2500,YT-1054,134,92,8884.945515571866054,USAWaterBodies_Projected_4counties
2501,YU-1054,135,92,9581.103580208551648,USAWaterBodies_Projected_4counties
2502,YV-1054,136,92,10327.285936522221164,USAWaterBodies_Projected_4counties
2503,YW-1054,137,92,10932.426178336341763,USAWaterBodies_Projected_4counties
2504,YX-1054,138,92,11503.201824590370961,USAWaterBodies_Projected_4counties
2505,YY-1054,139,92,12105.953957341134810,USAWaterBodies_Projected_4counties
2506,YZ-1054,140,92,12758.706447648512039,USAWaterBodies_Projected_4counties
2507,ZA-1054,141,92,13454.183706835281555,USAWaterBodies_Projected_4counties
2508,ZB-1054,142,92,14186.103348604090570,USAWaterBodies_Projected_4counties
2509,ZC-1054,143,92,14949.113593028865580,USAWaterBodies_Projected_4counties
2510,ZD-1054,144,92,15738.693281758960438,USAWaterBodies_Projected_4counties
2511,ZE-1054,145,92,16551.040306194921868,USAWaterBodies_Projected_4counties
2512,ZF-1054,146,89,16408.867540070456016,USAWaterBodies_Projected_4counties
2513,ZG-1054,147,89,16087.480049640555080,USAWaterBodies_Projected_4counties
2514,ZH-1054,148,89,15822.866198877745774,USAWaterBodies_Projected_4counties
2515,ZI-1054,149,89,15617.911997049825004,USAWaterBodies_Projected_4counties
2516,ZJ-1054,150,89,15474.988062922628160,USAWaterBodies_Projected_4counties
2517,ZK-1054,151,89,15395.822028966262224,USAWaterBodies_Projected_4counties
2518,ZL-1054,152,89,15381.398387260105665,USAWaterBodies_Projected_4counties
2519,ZM-1054,153,89,15431.898676041544604,USAWaterBodies_Projected_4counties
2520,ZN-1054,154,89,15546.690231287742790,USAWaterBodies_Projected_4counties
2521,ZO-1054,155,89,15724.365092035441194,USAWaterBodies_Projected_4counties
2522,ZP-1054,156,89,15857.797338802092781,USAWaterBodies_Projected_4counties
2523,ZQ-1054,157,89,16014.492027784703168,USAWaterBodies_Projected_4counties
2524,ZR-1054,158,89,16226.953703883697017,USAWaterBodies_Projected_4counties
2525,ZS-1054,159,89,16497.396706995616114,USAWaterBodies_Projected_4counties
2526,ZT-1054,160,90,16556.586606835928251,USAWaterBodies_Projected_4counties
2527,ZU-1054,161,90,16287.244993235126458,USAWaterBodies_Projected_4counties
2528,ZV-1054,162,90,16075.700260631463607,USAWaterBodies_Projected_4counties
2529,ZW-1054,163,90,15924.255972247819955,USAWaterBodies_Projected_4counties
2530,ZX-1054,164,90,15834.636644699941826,USAWaterBodies_Projected_4counties
2531,ZY-1054,165,90,15807.893821432318873,USAWaterBodies_Projected_4counties
2532,ZZ-1054,166,90,15844.345883301144568,USAWaterBodies_Projected_4counties
3385,XP-1053,167,53136,4639.910968344520370,WestCoastline_Projected
3386,XQ-1053,168,53136,3647.685370250330834,WestCoastline_Projected
3387,XR-1053,169,53136,2661.172739675348112,WestCoastline_Projected
3388,XS-1053,170,53136,1683.803119686231867,WestCoastline_Projected
3389,XT-1053,171,53136,707.628459647597992,WestCoastline_Projected
3390,XU-1053,172,166,99.442838903366265,WestCoastline_Projected
3391,XV-1053,173,111,201.741830488896341,WestCoastline_Projected
3392,XW-1053,174,111,183.678205221091588,WestCoastline_Projected
3393,XX-1053,175,111,681.145422556389804,WestCoastline_Projected
3394,XY-1053,176,111,1663.752587048075839,WestCoastline_Projected
3395,XZ-1053,177,111,2659.234376829436769,WestCoastline_Projected
3396,YA-1053,178,111,3657.182285710368888,WestCoastline_Projected
3397,YB-1053,179,111,4656.010853822829631,WestCoastline_Projected
3398,YC-1053,180,111,5655.253475390672065,WestCoastline_Projected
3399,YD-1053,181,111,6654.723635953679150,WestCoastline_Projected
3400,YE-1053,182,16592,7645.355615332527123,WestCoastline_Projected
3401,YF-1053,183,16592,8582.581446447178678,WestCoastline_Projected
3402,YG-1053,184,92,8557.980482412458514,USAWaterBodies_Projected_4counties
3403,YH-1053,185,92,7830.809851947350580,USAWaterBodies_Projected_4counties
3404,YI-1053,186,92,7169.667770361384100,USAWaterBodies_Projected_4counties
3405,YJ-1053,187,92,6594.443792873048551,USAWaterBodies_Projected_4counties
3406,YK-1053,188,92,6129.375330110317918,USAWaterBodies_Projected_4counties
3407,YL-1053,189,92,5801.016715832499358,USAWaterBodies_Projected_4counties
3408,YM-1053,190,92,5633.324767610259187,USAWaterBodies_Projected_4counties
3409,YN-1053,191,92,5617.977999084156181,USAWaterBodies_Projected_4counties
3410,YO-1053,192,92,5694.620199333523487,USAWaterBodies_Projected_4counties
3411,YP-1053,193,92,5940.032677911957762,USAWaterBodies_Projected_4counties
3412,YQ-1053,194,92,6335.556582863610856,USAWaterBodies_Projected_4counties
3413,YR-1053,195,92,6855.258289420680740,USAWaterBodies_Projected_4counties
3414,YS-1053,196,92,7473.276069748493683,USAWaterBodies_Projected_4counties
3415,YT-1053,197,92,8167.321728368488039,USAWaterBodies_Projected_4counties
3416,YU-1053,198,92,8919.665532669067034,USAWaterBodies_Projected_4counties
3417,YV-1053,199,92,9547.587524855001902,USAWaterBodies_Projected_4counties
3418,YW-1053,200,92,10110.935537394889252,USAWaterBodies_Projected_4counties
3419,YX-1053,201,92,10700.567303524541785,USAWaterBodies_Projected_4counties
3420,YY-1053,202,92,11346.039380209409501,USAWaterBodies_Projected_4counties
3421,YZ-1053,203,92,12040.061404214970025,USAWaterBodies_Projected_4counties
3422,ZA-1053,204,92,12774.722995715843354,USAWaterBodies_Projected_4counties
3423,ZB-1053,205,92,13543.412295919939424,USAWaterBodies_Projected_4counties
3424,ZC-1053,206,92,14340.658479207977507,USAWaterBodies_Projected_4counties
3425,ZD-1053,207,92,15161.957479734728622,USAWaterBodies_Projected_4counties
3426,ZE-1053,208,89,15872.526048098712636,USAWaterBodies_Projected_4counties
3427,ZF-1053,209,89,15475.566663213890934,USAWaterBodies_Projected_4counties
3428,ZG-1053,210,89,15134.372928786382545,USAWaterBodies_Projected_4counties
3429,ZH-1053,211,89,14852.788436774662841,USAWaterBodies_Projected_4counties
3430,ZI-1053,212,89,14634.254499208085690,USAWaterBodies_Projected_4counties
3431,ZJ-1053,213,89,14481.625777087221650,USAWaterBodies_Projected_4counties
3432,ZK-1053,214,89,14396.998490921712801,USAWaterBodies_Projected_4counties
3433,ZL-1053,215,89,14381.573138833144185,USAWaterBodies_Projected_4counties
3434,ZM-1053,216,89,14435.571562900169738,USAWaterBodies_Projected_4counties
3435,ZN-1053,217,89,14558.221276914875489,USAWaterBodies_Projected_4counties
3436,ZO-1053,218,89,14747.809571174357188,USAWaterBodies_Projected_4counties
3437,ZP-1053,219,89,14868.371595277316374,USAWaterBodies_Projected_4counties
3438,ZQ-1053,220,89,15032.423567341977105,USAWaterBodies_Projected_4counties
3439,ZR-1053,221,89,15258.565788041270935,USAWaterBodies_Projected_4counties
3440,ZS-1053,222,89,15545.864450328535895,USAWaterBodies_Projected_4counties
3441,ZT-1053,223,90,15604.651436980491781,USAWaterBodies_Projected_4counties
3442,ZU-1053,224,90,15318.581392206693636,USAWaterBodies_Projected_4counties
3443,ZV-1053,225,90,15093.466310614836402,USAWaterBodies_Projected_4counties
3444,ZW-1053,226,90,14932.063309190356449,USAWaterBodies_Projected_4counties
3445,ZX-1053,227,90,14836.451869287102454,USAWaterBodies_Projected_4counties
3446,ZY-1053,228,90,14807.906451273811399,USAWaterBodies_Projected_4counties
3447,ZZ-1053,229,90,14846.813896243207637,USAWaterBodies_Projected_4counties
3448,AAA-1053,230,90,14952.647667543173156,USAWaterBodies_Projected_4counties
3449,AAB-1053,231,90,15124.002832242797012,USAWaterBodies_Projected_4counties
3450,AAC-1053,232,90,15358.686502096850745,USAWaterBodies_Projected_4counties
3451,AAD-1053,233,90,15653.850659492565683,USAWaterBodies_Projected_4counties
3452,AAE-1053,234,90,16006.149751570477747,USAWaterBodies_Projected_4counties
3453,AAF-1053,235,90,16411.904803212317347,USAWaterBodies_Projected_4counties
3454,AAG-1053,236,90,16867.258481143500831,USAWaterBodies_Projected_4counties
3455,AAH-1053,237,90,17368.310167362604261,USAWaterBodies_Projected_4counties
4300,XP-1052,238,53136,4593.750862604193571,WestCoastline_Projected
4301,XQ-1052,239,53136,3593.754720021569028,WestCoastline_Projected
4302,XR-1052,240,53136,2593.761551815787698,WestCoastline_Projected
4303,XS-1052,241,53136,1593.776956690734551,WestCoastline_Projected
4304,XT-1052,242,53136,593.805367622920585,WestCoastline_Projected
4305,XU-1052,243,166,93.098092651317160,WestCoastline_Projected
4306,XV-1052,244,166,680.819843125256284,WestCoastline_Projected
4307,XW-1052,245,111,728.318926540270127,WestCoastline_Projected
4308,XX-1052,246,111,1027.815326219166536,WestCoastline_Projected
4309,XY-1052,247,111,1834.390785059746349,WestCoastline_Projected
4310,XZ-1052,248,111,2769.870334674579681,WestCoastline_Projected
4311,YA-1052,249,16592,3600.578874886757148,WestCoastline_Projected
4312,YB-1052,250,16592,4491.707546678464496,WestCoastline_Projected
4313,YC-1052,251,16592,5420.763644071841554,WestCoastline_Projected
4314,YD-1052,252,16592,6371.335832060163739,WestCoastline_Projected
4315,YE-1052,253,16592,7335.063877356252306,WestCoastline_Projected
4316,YF-1052,254,16592,8307.370455499098171,WestCoastline_Projected
4317,YG-1052,255,92,7937.871033051136692,USAWaterBodies_Projected_4counties
4318,YH-1052,256,92,7147.891265076395030,USAWaterBodies_Projected_4counties
4319,YI-1052,257,92,6416.767296494281254,USAWaterBodies_Projected_4counties
4320,YJ-1052,258,92,5766.927738177549145,USAWaterBodies_Projected_4counties
4321,YK-1052,259,92,5228.767401344672180,USAWaterBodies_Projected_4counties
4322,YL-1052,260,92,4839.686099053100406,USAWaterBodies_Projected_4counties
4323,YM-1052,261,92,4637.360729700776574,USAWaterBodies_Projected_4counties
4324,YN-1052,262,92,4617.998488542177256,USAWaterBodies_Projected_4counties
4325,YO-1052,263,92,4710.794690352870930,USAWaterBodies_Projected_4counties
4326,YP-1052,264,92,5004.685366200489625,USAWaterBodies_Projected_4counties
4327,YQ-1052,265,92,5468.287173756135417,USAWaterBodies_Projected_4counties
4328,YR-1052,266,92,6062.792559099345453,USAWaterBodies_Projected_4counties
4329,YS-1052,267,92,6753.720649736330415,USAWaterBodies_Projected_4counties
4330,YT-1052,268,92,7514.521382941128650,USAWaterBodies_Projected_4counties
4331,YU-1052,269,92,8172.815484565891893,USAWaterBodies_Projected_4counties
4332,YV-1052,270,92,8718.765651587584216,USAWaterBodies_Projected_4counties
4333,YW-1052,271,92,9297.857818726497499,USAWaterBodies_Projected_4counties
4334,YX-1052,272,92,9933.812411016109763,USAWaterBodies_Projected_4counties
4335,YY-1052,273,92,10625.963392429974192,USAWaterBodies_Projected_4counties
4336,YZ-1052,274,92,11364.047123154063229,USAWaterBodies_Projected_4counties
4337,ZA-1052,275,92,12139.688464588800343,USAWaterBodies_Projected_4counties
4338,ZB-1052,276,92,12946.138614168883578,USAWaterBodies_Projected_4counties
4339,ZC-1052,277,92,13777.988750803900984,USAWaterBodies_Projected_4counties
4340,ZD-1052,278,92,14630.907115325524501,USAWaterBodies_Projected_4counties
4341,ZE-1052,279,89,14972.618767188705533,USAWaterBodies_Projected_4counties
4342,ZF-1052,280,89,14551.130304810565576,USAWaterBodies_Projected_4counties
4343,ZG-1052,281,89,14187.722634291290888,USAWaterBodies_Projected_4counties
4344,ZH-1052,282,89,13886.956252094494630,USAWaterBodies_Projected_4counties
4345,ZI-1052,283,89,13652.971630659436414,USAWaterBodies_Projected_4counties
4346,ZJ-1052,284,89,13489.244409810222351,USAWaterBodies_Projected_4counties
4347,ZK-1052,285,89,13398.350463680271787,USAWaterBodies_Projected_4counties
4348,ZL-1052,286,89,13381.774005998095163,USAWaterBodies_Projected_4counties
4349,ZM-1052,287,89,13439.790026172704529,USAWaterBodies_Projected_4counties
4350,ZN-1052,288,89,13571.441940619879460,USAWaterBodies_Projected_4counties
4351,ZO-1052,289,89,13752.549241450342379,USAWaterBodies_Projected_4counties
4352,ZP-1052,290,89,13878.955804969435121,USAWaterBodies_Projected_4counties
4353,ZQ-1052,291,89,14052.884462201245697,USAWaterBodies_Projected_4counties
4354,ZR-1052,292,89,14294.531587568100804,USAWaterBodies_Projected_4counties
4355,ZS-1052,293,89,14600.811789348810635,USAWaterBodies_Projected_4counties
4356,ZT-1052,294,90,14659.117738447148440,USAWaterBodies_Projected_4counties
4357,ZU-1052,295,90,14354.216184440712823,USAWaterBodies_Projected_4counties
4358,ZV-1052,296,90,14113.727773684157000,USAWaterBodies_Projected_4counties
4359,ZW-1052,297,90,13940.986373627491048,USAWaterBodies_Projected_4counties
4360,ZX-1052,298,90,13838.529201821675088,USAWaterBodies_Projected_4counties
4361,ZY-1052,299,90,13807.920910465669294,USAWaterBodies_Projected_4counties
4362,ZZ-1052,300,90,13849.637875037706181,USAWaterBodies_Projected_4counties
4363,AAA-1052,301,90,13963.031858077341894,USAWaterBodies_Projected_4counties
4364,AAB-1052,302,90,14146.379327223155997,USAWaterBodies_Projected_4counties
4365,AAC-1052,303,90,14397.007934626226415,USAWaterBodies_Projected_4counties
4366,AAD-1052,304,90,14711.479424914896299,USAWaterBodies_Projected_4counties
4367,AAE-1052,305,90,15085.801810633009154,USAWaterBodies_Projected_4counties
4368,AAF-1052,306,90,15515.643901227625975,USAWaterBodies_Projected_4counties
4369,AAG-1052,307,90,15996.530719806276466,USAWaterBodies_Projected_4counties
4370,AAH-1052,308,90,16481.526413542538648,USAWaterBodies_Projected_4counties
4371,AAI-1052,309,90,16971.756895510319737,USAWaterBodies_Projected_4counties
4372,AAJ-1052,310,90,17505.437764314941887,USAWaterBodies_Projected_4counties
4373,AAK-1052,311,90,18078.721484671015787,USAWaterBodies_Projected_4counties
4374,AAL-1052,312,90,18687.963766026168742,USAWaterBodies_Projected_4counties
4375,AAM-1052,313,90,19329.764843895765807,USAWaterBodies_Projected_4counties
4376,AAN-1052,314,90,20000.990678471662250,USAWaterBodies_Projected_4counties
4377,AAO-1052,315,90,20698.778884763032693,USAWaterBodies_Projected_4counties
5215,XP-1051,316,53056,4507.091293049360502,WestCoastline_Projected
5216,XQ-1051,317,53056,3514.518220736133571,WestCoastline_Projected
5217,XR-1051,318,53056,2527.806306640443836,WestCoastline_Projected
5218,XS-1051,319,53056,1558.130650457824913,WestCoastline_Projected
5219,XT-1051,320,53136,562.836541435798608,WestCoastline_Projected
5220,XU-1051,321,166,378.238317121109503,WestCoastline_Projected
5221,XV-1051,322,166,1094.245018787082699,WestCoastline_Projected
5222,XW-1051,323,16592,647.088623313451535,WestCoastline_Projected
5223,XX-1051,324,16592,828.245032749753932,WestCoastline_Projected
5224,XY-1051,325,16592,1377.588339917487701,WestCoastline_Projected
5225,XZ-1051,326,16592,2260.232882886783500,WestCoastline_Projected
5226,YA-1051,327,16592,3212.147955011638714,WestCoastline_Projected
5227,YB-1051,328,16592,4186.542282706363039,WestCoastline_Projected
5228,YC-1051,329,16598,5168.833139479762394,WestCoastline_Projected
5229,YD-1051,330,16598,6116.667427920648151,WestCoastline_Projected
5230,YE-1051,331,16598,7078.870307032511846,WestCoastline_Projected
5231,YF-1051,332,16598,8050.291250867122471,WestCoastline_Projected
5232,YG-1051,333,92,7401.389270762081651,USAWaterBodies_Projected_4counties
5233,YH-1051,334,92,6546.992907996399481,USAWaterBodies_Projected_4counties
5234,YI-1051,335,92,5739.831803925812892,USAWaterBodies_Projected_4counties
5235,YJ-1051,336,92,5002.821417696353819,USAWaterBodies_Projected_4counties
5236,YK-1051,337,92,4371.587256062088272,USAWaterBodies_Projected_4counties
5237,YL-1051,338,92,3897.861995680138989,USAWaterBodies_Projected_4counties
5238,YM-1051,339,92,3643.608257945776586,USAWaterBodies_Projected_4counties
5239,YN-1051,340,92,3618.018978000198331,USAWaterBodies_Projected_4counties
5240,YO-1051,341,92,3735.568767223569921,USAWaterBodies_Projected_4counties
5241,YP-1051,342,92,4099.971099247011807,USAWaterBodies_Projected_4counties
5242,YQ-1051,343,92,4654.573236577686657,USAWaterBodies_Projected_4counties
5243,YR-1051,344,92,5340.443896781410331,USAWaterBodies_Projected_4counties
5244,YS-1051,345,92,6113.522359567313288,USAWaterBodies_Projected_4counties
5245,YT-1051,346,92,6814.205628299834643,USAWaterBodies_Projected_4counties
5246,YU-1051,347,92,7326.998563174363881,USAWaterBodies_Projected_4counties
5247,YV-1051,348,92,7899.251826423084822,USAWaterBodies_Projected_4counties
5248,YW-1051,349,92,8522.244329826075045,USAWaterBodies_Projected_4counties
5249,YX-1051,350,92,9211.900857980232104,USAWaterBodies_Projected_4counties
5250,YY-1051,351,92,9954.375239926468566,USAWaterBodies_Projected_4counties
5251,YZ-1051,352,92,10738.717587182623902,USAWaterBodies_Projected_4counties
5252,ZA-1051,353,92,11556.406206830461088,USAWaterBodies_Projected_4counties
5253,ZB-1051,354,92,12400.846479868778260,USAWaterBodies_Projected_4counties
5254,ZC-1051,355,92,13266.931160493675634,USAWaterBodies_Projected_4counties
5255,ZD-1051,356,92,14150.686605860590134,USAWaterBodies_Projected_4counties
5256,ZE-1051,357,89,14086.218170522941364,USAWaterBodies_Projected_4counties
5257,ZF-1051,358,89,13637.361282432011649,USAWaterBodies_Projected_4counties
5258,ZG-1051,359,89,13248.913281759399979,USAWaterBodies_Projected_4counties
5259,ZH-1051,360,89,12926.321346291280861,USAWaterBodies_Projected_4counties
5260,ZI-1051,361,89,12674.614942774025621,USAWaterBodies_Projected_4counties
5261,ZJ-1051,362,89,12498.077626082964343,USAWaterBodies_Projected_4counties
5262,ZK-1051,363,89,12399.920352470035141,USAWaterBodies_Projected_4counties
5263,ZL-1051,364,89,12382.007314955260881,USAWaterBodies_Projected_4counties
5264,ZM-1051,365,89,12444.685032077370124,USAWaterBodies_Projected_4counties
5265,ZN-1051,366,89,12586.749618055311657,USAWaterBodies_Projected_4counties
5266,ZO-1051,367,89,12757.255341119256627,USAWaterBodies_Projected_4counties
5267,ZP-1051,368,89,12889.658393765555957,USAWaterBodies_Projected_4counties
