begin_date,end_date,duration,avg_temp
2019-06-09,2019-06-11,3,94.16666666666667
2024-10-05,2024-10-07,3,94.66666666666667
2020-09-06,2020-09-07,2,95.5
2020-10-16,2020-10-17,2,92.75
2022-09-05,2022-09-06,2,94.5
2024-10-01,2024-10-02,2,94.5
2019-09-25,2019-09-25,1,94.5
2020-08-14,2020-08-14,1,95.0
2022-06-21,2022-06-21,1,92.0
2023-10-05,2023-10-05,1,94.0
